freq,purpose,c_dest,quant_inc,duration,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	2338438 	1623538 u	3385352 	4232665 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1406785 u	5742093 	11449249 	12768068 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	64098396 	92113611 	224801962 	281578829 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	12833106 	4241659 	12904006 	13706174 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	1274227 	1496247 	2337692 	3150421 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	1611244 	1783140 	4026964 	4282710 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	15442024 	24039533 	54689376 	62531652 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	9043142 	5690411 u	12955067 	16759325 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	27826050 	19043254 	62385764 	88831864 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	1245689 	1911113 	2400536 	3698395 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	2547780 	2851138 	4766073 	6785849 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	4978485 	4367234 	12479872 	16763482 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	12798211 	11274567 	30289269 	29121230 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	1265517 	1530094 	4165150 	4649026 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	1305262 	1882880 	3868034 	4383254 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	898103 u	1505843 	2775614 	3758353 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	333766 	734699 	: 	: 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	467784 	479490 	858832 	1238238 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	14566871 	17152277 	57141982 	62299363 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3841047 u	14630223 	11183338 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	12899778 	16367628 	29918267 	34237971 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	1870553 	2126143 	5749042 	6374774 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	341607 u	961951 	1361271 	2371373 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	13526755 	13875662 	23070950 	: 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	803785 u	1827292 	3055596 	4421983 
A,PER,NEU27_2020_FOR,TOTAL,N_GE4,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	873663 u	3235048 	6538420 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	159002 	: 	: 	: 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	228654 	476241 	831178 	1238531 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	207627 	: 	: 	: 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	80473 u	218080 	304357 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	178744 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	2262424 u	2189079 u	4992539 	4619545 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	70334 u	60953 u	111395 	112453 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	992450 	987708 	2135423 	2504090 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	498605 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	1602609 	1193079 	2232557 	4205163 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	252005 	293776 	547189 	857886 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	308370 	458621 	584908 	582805 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	1035290 	929048 	3349434 	4234992 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	928707 u	1048688 u
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	85912 	48369 	216030 	188671 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	43672 	55849 	115942 	144488 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	113175 u	167960 u
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	38729 u	108716 	: 	: 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	18800 u	15932 u	44143 	68111 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	517591 	535152 u
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	310549 	140078 	404750 	509698 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	82008 u	: u	149404 	200686 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	507816 u	589255 u	: u	: 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	249198 	425101 	872826 
A,PER,NEU27_2020_FOR,UNK,N1-3,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	705344 	: 	: 	: 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	5604811 	8886728 	22232706 	31023870 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	8772981 	: 	: 	: 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	591901 u	538191 	1934922 	2030162 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	14679650 	13385598 	23867016 	: 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	2381539 	1674732 u	3495228 	4411409 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1437858 u	5760019 	11497326 	12907109 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	66360820 	94302690 	229794501 	286198373 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	1681578 	1844092 	4138359 	4395163 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	16434474 	25027241 	56824799 	65035742 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	9188847 	5802386 	13132298 	17257930 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	29428659 	20236332 	64618321 	93037026 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	1497693 	2204889 	2947725 	4556280 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	2856150 	3309759 	5350981 	7368654 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	6013775 	5296281 	15829306 	20998474 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	13072234 	11581213 	31217976 	30169918 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	1351429 	1578463 	4381180 	4837697 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	1348934 	1938729 	3983977 	4527741 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	921156 u	1518080 	2888788 	3926313 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	372495 	843415 	: 	: 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	486584 	495421 	902975 	1306349 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3854176 u	15147813 	11718490 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	13210327 	16507706 	30323017 	34747669 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	1952561 	2145279 	5898446 	6575460 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	14034572 	14464916 	23994348 	: 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	829445 u	2076490 	3480697 	5294809 
A,PER,NEU27_2020_FOR,UNK,N_GE1,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	931362 u	3302694 	6649573 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	546342 	: 	: 	: 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	5376157 	8410486 	21401529 	29785339 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	8565353 	: 	: 	: 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	560132 u	457718 u	1716841 	1725805 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	14541487 	13215429 	23599926 	: 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	2338438 	1623538 u	3385352 	4232665 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1406785 u	5742093 	11449249 	12768068 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	64098396 	92113611 	224801962 	281578829 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	1611244 	1783140 	4026964 	4282710 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	15442024 	24039533 	54689376 	62531652 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	9043142 	5690411 u	12955067 	16759325 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	27826050 	19043254 	62385764 	88831864 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	1245689 	1911113 	2400536 	3698395 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	2547780 	2851138 	4766073 	6785849 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	4978485 	4367234 	12479872 	16763482 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	12798211 	11274567 	30289269 	29121230 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	1265517 	1530094 	4165150 	4649026 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	1305262 	1882880 	3868034 	4383254 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	898103 u	1505843 	2775614 	3758353 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	333766 	734699 	: 	: 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	467784 	479490 	858832 	1238238 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	3841047 u	14630223 	11183338 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	12899778 	16367628 	29918267 	34237971 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	1870553 	2126143 	5749042 	6374774 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	13526755 	13875662 	23070950 	: 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	803785 u	1827292 	3055596 	4421983 
A,PER,NEU27_2020_FOR,UNK,N_GE4,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	873663 u	3235048 	6538420 
A,PER,WORLD,Q1,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	1078533 	1188822 	2112333 
A,PER,WORLD,Q1,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	5213056 	3801491 	3141888 	2178479 	2750592 
A,PER,WORLD,Q1,N1-3,NR,EE	501951 	680747 	659008 	537979 	589916 	630446 	1121291 	667914 	295521 	436983 	442795 	612639 
A,PER,WORLD,Q1,N1-3,NR,NL	: 	6335409 	6377817 	7119718 	6443143 	3658721 	3836456 	3624678 	3971843 	6049931 	3496495 	4249597 
A,PER,WORLD,Q1,N1-3,NR,RO	: 	9082031 	8929103 	8128944 	7506513 	5973629 	5676216 	5099208 	2612601 	4157895 	3442886 	6062262 
A,PER,WORLD,Q1,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	10447058 	15410310 	15793155 
A,PER,WORLD,Q1,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	20260754 	12454129 	10170052 	10156577 	10390563 
A,PER,WORLD,Q1,N_GE1,NR,EE	2704040 	1982254 	2324889 	2392401 	1956879 	2108511 	2993631 	2704316 	683007 	1497829 	1321620 	1824355 
A,PER,WORLD,Q1,N_GE1,NR,NL	: 	39805585 	37506321 	47259012 	44311911 	20016656 	23202412 	26050137 	20865360 	27905234 	26098128 	27882079 
A,PER,WORLD,Q1,N_GE1,NR,RO	: 	24927895 	23508414 	20074703 	17969490 	15036539 	14758502 	13411772 	6722237 	10757249 	9025109 	17067459 
A,PER,WORLD,Q1,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	9368525 	14221488 	13680822 
A,PER,WORLD,Q1,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	15047699 	8652639 	7028164 	7978098 	7639971 
A,PER,WORLD,Q1,N_GE4,NR,EE	2202089 	1301507 	1665881 	1854422 	1366963 	1478065 	1872340 	2036403 	387486 u	1060846 	878825 	1211715 
A,PER,WORLD,Q1,N_GE4,NR,NL	: 	33470176 	31128503 	40139294 	37868768 	16357935 	19365955 	22425459 	16893517 	21855303 	22601632 	23632481 
A,PER,WORLD,Q1,N_GE4,NR,RO	: 	15845864 	14579311 	11945759 	10462977 	9062910 	9082286 	8312564 	4109636 	6599354 	5582223 	11005196 
A,PER,WORLD,Q2,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	1444656 	2800595 	3275961 
A,PER,WORLD,Q2,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	5583327 	5732911 	4081422 	4570109 	4026755 
A,PER,WORLD,Q2,N1-3,NR,EE	457605 	519234 	1090647 	745764 	978068 	841654 	1481483 	1059795 	588960 	583107 	837212 	1070904 
A,PER,WORLD,Q2,N1-3,NR,NL	: 	9029645 	8572119 	6542544 	7439655 	6968568 	6698251 	7548888 	12157259 	7491934 	5824606 	6399428 
A,PER,WORLD,Q2,N1-3,NR,RO	: 	8895820 	9875774 	9739884 	10320949 	10453353 	9037602 	8129456 	4578501 	5588736 	4846887 	3960371 
A,PER,WORLD,Q2,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	12752028 	26416148 	30956755 
A,PER,WORLD,Q2,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	27767809 	18718435 	13908220 	17337427 	16568200 
A,PER,WORLD,Q2,N_GE1,NR,EE	803143 	1596051 	2343701 	2185495 	2242343 	2013030 	3568295 	2612796 	1345365 	1630351 	2212921 	2642202 
A,PER,WORLD,Q2,N_GE1,NR,NL	: 	59784184 	56968694 	51282878 	52286853 	61094599 	63399457 	62289936 	76686198 	40435707 	48902471 	50154482 
A,PER,WORLD,Q2,N_GE1,NR,RO	: 	28115211 	30706245 	28116646 	27726302 	26139879 	21778211 	20340730 	10707617 	12796077 	10954048 	8833224 
A,PER,WORLD,Q2,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	11307372 	23615553 	27680794 
A,PER,WORLD,Q2,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	22184482 	12985524 	9826798 	12767318 	12541444 
A,PER,WORLD,Q2,N_GE4,NR,EE	345538 u	1076816 	1253054 	1439732 	1264274 	1171376 	2086812 	1553001 	756406 	1047244 	1375709 	1571298 
A,PER,WORLD,Q2,N_GE4,NR,NL	: 	50754539 	48396575 	44740334 	44847198 	54126031 	56701206 	54741048 	64528939 	32943772 	43077865 	43755054 
A,PER,WORLD,Q2,N_GE4,NR,RO	: 	19219392 	20830471 	18376762 	17405352 	15686526 	12740609 	12211274 	6129116 	7207341 	6107161 	4872854 
A,PER,WORLD,Q3,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	2618186 	3696891 	4099104 
A,PER,WORLD,Q3,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	8193361 	7410990 	5626648 	5759150 	5165391 
A,PER,WORLD,Q3,N1-3,NR,EE	682971 	645824 	1055644 	1208144 	1369384 	1312557 	2043248 	1472580 	819559 	808008 	1218088 	1372837 
A,PER,WORLD,Q3,N1-3,NR,NL	: 	12509354 	12569923 	12395665 	12222565 	11224179 	11240581 	10802329 	5615314 	10513445 	10315246 	10873922 
A,PER,WORLD,Q3,N1-3,NR,RO	: 	2916140 	2815508 	2859162 	4002825 	5850311 	7764327 	9201191 	6387286 	9645246 	11329941 	12224457 
A,PER,WORLD,Q3,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	22426539 	31298286 	35758470 
A,PER,WORLD,Q3,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	36211113 	22957435 	18181680 	21959983 	21334494 
A,PER,WORLD,Q3,N_GE1,NR,EE	2722915 	2384824 	2797353 	3325361 	3175805 	3260749 	4756038 	3389151 	1900954 	1765370 	2956016 	3586171 
A,PER,WORLD,Q3,N_GE1,NR,NL	: 	89000449 	89604952 	91266140 	93837722 	86652919 	87952469 	87628712 	32977098 	60524352 	88071471 	88232913 
A,PER,WORLD,Q3,N_GE1,NR,RO	: 	12483072 	10996957 	11069162 	14429349 	19349213 	24560128 	29572982 	17766345 	26675263 	28785014 	29781857 
A,PER,WORLD,Q3,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	19808352 	27601395 	31659366 
A,PER,WORLD,Q3,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	28017752 	15546445 	12555032 	16200833 	16169104 
A,PER,WORLD,Q3,N_GE4,NR,EE	2039944 	1739000 	1741709 	2117216 	1806421 	1948192 	2712790 	1916571 	1081395 	957362 	1737928 	2213334 
A,PER,WORLD,Q3,N_GE4,NR,NL	: 	76491095 	77035029 	78870475 	81615157 	75428740 	76711888 	76826383 	27361784 	50010907 	77756225 	77358990 
A,PER,WORLD,Q3,N_GE4,NR,RO	: 	9566933 	8181449 	8210000 	10426524 	13498901 	16795801 	20371791 	11379059 	17030017 	17455073 	17557400 
A,PER,WORLD,Q4,N1-3,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	5517502 	5692205 	5066320 
A,PER,WORLD,Q4,N1-3,NR,DK	: 	: 	: 	: 	: 	: 	: 	9507921 	7507985 	5335718 	6200304 	5940551 
A,PER,WORLD,Q4,N1-3,NR,EE	1643254 	1321125 	1561107 	1794420 	2038303 	2186003 	2533457 	2180806 	1369999 	1337477 	1834310 	2021469 
A,PER,WORLD,Q4,N1-3,NR,NL	: 	9714476 	9503437 	9399357 	9930790 	15012681 	13799870 	14851014 	3725364 	17400503 	17476269 	17839269 
A,PER,WORLD,Q4,N1-3,NR,RO	: 	422211 	257804 	251144 	478852 	622222 	1056218 	1519215 	1518555 	3342214 	4271213 	5349504 
A,PER,WORLD,Q4,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	42114250 	44197748 	46066379 
A,PER,WORLD,Q4,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	39211531 	28368418 	17459340 	24555608 	26453864 
A,PER,WORLD,Q4,N_GE1,NR,EE	4211648 	3648796 	4073300 	4288101 	4458489 	5068737 	6602977 	5728641 	3174810 	3179478 	4509402 	5667636 
A,PER,WORLD,Q4,N_GE1,NR,NL	: 	69410881 	68280830 	64067402 	71746619 	112178004 	107576091 	111642307 	23347733 	98627086 	133516414 	143740354 
A,PER,WORLD,Q4,N_GE1,NR,RO	: 	2617070 	1392145 	1555135 	2296731 	3567098 	4505791 	7872847 	6130717 	12004705 	15965414 	19993529 
A,PER,WORLD,Q4,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	36596748 	38505542 	41000059 
A,PER,WORLD,Q4,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	29703609 	20860434 	12123621 	18355304 	20513313 
A,PER,WORLD,Q4,N_GE4,NR,EE	2568395 	2327671 	2512193 	2493681 	2420186 	2882734 	4069520 	3547835 	1804811 	1842000 	2675092 	3646167 
A,PER,WORLD,Q4,N_GE4,NR,NL	: 	59696405 	58777394 	54668045 	61815829 	97165323 	93776222 	96791293 	19622369 	81226583 	116040145 	125901085 
A,PER,WORLD,Q4,N_GE4,NR,RO	: 	2194858 	1134341 	1303991 	1817879 	2944877 	3449573 	6353632 	4612163 	8662491 	11694201 	14644025 
A,PER,WORLD,TOTAL,N1-3,NR,AL	: 	: 	: 	: 	: 	4269312 	: 	5015342 	2916407 	: 	: 	: 
A,PER,WORLD,TOTAL,N1-3,NR,AT	18269954 	18755481 	20023234 	18993653 	21116817 	20951845 	21667590 	23136548 	15006827 	17590552 	28242410 	29752873 
A,PER,WORLD,TOTAL,N1-3,NR,BE	7529520 	8867014 	8811487 	10453466 	11235598 	11552461 b	12316518 	13604898 	7288669 	10658878 	13378512 	14553718 
A,PER,WORLD,TOTAL,N1-3,NR,BG	4166656 	4212700 	4490820 	3330047 	3709486 	6170654 	5705872 	5737663 	2722743 	3951427 	4635483 	5243191 
A,PER,WORLD,TOTAL,N1-3,NR,CH	14003177 	16066449 	14755502 	16412269 	15443308 	17275667 	16570404 	15395516 	10650193 	10845378 	13955614 	: 
A,PER,WORLD,TOTAL,N1-3,NR,CY	2236799 	1995824 	1993481 	2268057 	2390784 	2568437 	2793091 	3034801 	2654521 	3035708 	3109441 	3162149 
A,PER,WORLD,TOTAL,N1-3,NR,CZ	38546932 	36079523 	39851274 	34307712 	37217274 	41734050 	39922862 	39458712 	26378874 	29102210 	36828005 	29790490 
A,PER,WORLD,TOTAL,N1-3,NR,DE	200168867 	210754951 	194436947 	214352678 	208317536 	194010197 	210151670 	213016605 	126118041 	156648871 	173343045 	199270614 
A,PER,WORLD,TOTAL,N1-3,NR,DK	30296172 	34333596 b	34963670 	35726462 	31658157 	26493541 	14559024 	28497665 	24453376 	18185677 	18708042 	17883289 
A,PER,WORLD,TOTAL,N1-3,NR,EE	3285780 	3166930 	4366405 	4286307 	4975672 	4970661 	7179478 	5381095 	3074038 	3165576 	4332405 	5077850 
A,PER,WORLD,TOTAL,N1-3,NR,EL	5709271 	3087896 	3832504 	3513955 	3301238 	3589155 	3920533 	3322640 	2764520 	2956405 	4056654 	3893551 
A,PER,WORLD,TOTAL,N1-3,NR,ES	172801146 	169389000 	167371214 	168521407 b	176260975 	186418273 	187957347 	185725404 	94433421 	137072366 	166686410 	173575354 
A,PER,WORLD,TOTAL,N1-3,NR,FI	45839318 	45417807 	43275161 	44730670 	44509760 	46319231 	43240572 	43290462 	29875482 	38009759 	36187868 	33495820 
