freq,c_dest,purpose,duration,isced11,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NEU27_2020_FOR,TOTAL,N1-3,ED3_4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	77003 u
A,NEU27_2020_FOR,TOTAL,N1-3,ED3_4,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	54929 u	58460 u
A,NEU27_2020_FOR,TOTAL,N1-3,ED3_4,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	109108 u
A,NEU27_2020_FOR,TOTAL,N1-3,ED3_4,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N1-3,ED3_4,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	140785 u	150895 	243635 	280928 
A,NEU27_2020_FOR,TOTAL,N1-3,ED3_4,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	83805 u
A,NEU27_2020_FOR,TOTAL,N1-3,ED3_4,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	185135 u	189540 u	375294 	492087 
A,NEU27_2020_FOR,TOTAL,N1-3,ED3_4,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	34951 u
A,NEU27_2020_FOR,TOTAL,N1-3,ED3_4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	25224 	: 	: 
A,NEU27_2020_FOR,TOTAL,N1-3,ED3_4,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	7849 u	: u	8169 u	17288 
A,NEU27_2020_FOR,TOTAL,N1-3,ED3_4,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	134170 u	: u	155815 	143663 
A,NEU27_2020_FOR,TOTAL,N1-3,ED3_4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	149552 u	198079 u
A,NEU27_2020_FOR,TOTAL,N1-3,ED3_4,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	17928 u	: u	18392 u	: 
A,NEU27_2020_FOR,TOTAL,N1-3,ED3_4,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N1-3,ED3_4,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	100688 	143652 	243393 
A,NEU27_2020_FOR,TOTAL,N1-3,ED5-8,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	24739 u	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N1-3,ED5-8,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	59841 u	69810 u	205083 	232371 
A,NEU27_2020_FOR,TOTAL,N1-3,ED5-8,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	44640 u	228750 	288896 
A,NEU27_2020_FOR,TOTAL,N1-3,ED5-8,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	39464 u	58653 u
A,NEU27_2020_FOR,TOTAL,N1-3,ED5-8,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	154011 u	171985 u
A,NEU27_2020_FOR,TOTAL,N1-3,ED5-8,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	31279 u	32659 u
A,NEU27_2020_FOR,TOTAL,N1-3,ED5-8,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	277953 	230466 	653243 	791649 
A,NEU27_2020_FOR,TOTAL,N1-3,ED5-8,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	87919 u	150794 u
A,NEU27_2020_FOR,TOTAL,N1-3,ED5-8,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	830574 	583292 	1017070 	1714484 
A,NEU27_2020_FOR,TOTAL,N1-3,ED5-8,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	36845 u	32414 u
A,NEU27_2020_FOR,TOTAL,N1-3,ED5-8,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	12897 u	: 	: 
A,NEU27_2020_FOR,TOTAL,N1-3,ED5-8,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	12759 u	: u	10901 u	22230 
A,NEU27_2020_FOR,TOTAL,N1-3,ED5-8,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	149840 	135073 	441843 	540197 
A,NEU27_2020_FOR,TOTAL,N1-3,ED5-8,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	116931 u	: u
A,NEU27_2020_FOR,TOTAL,N1-3,ED5-8,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	31878 u	: u	55773 	: 
A,NEU27_2020_FOR,TOTAL,N1-3,ED5-8,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N1-3,ED5-8,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	23614 u	37575 u	74348 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	97047 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	154420 	236981 	549135 	637228 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	165952 	75923 u	299680 	378576 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	34585 u	103280 	135192 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	75030 u	95432 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	83703 u
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	1705705 	1116367 u	2808185 	3435982 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	129989 u	: u	277246 	319470 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	28225 u	: u	51033 u	60706 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	36978 u	26529 u	54075 	56662 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	513185 	525596 	1077606 	1308570 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	100223 u	83489 u	119150 u	301111 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	1025711 	795554 	1455713 	2258029 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	120054 	153041 	304873 	427608 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	208676 	300655 	369020 	394439 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	602211 	587899 	1906468 	2448800 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	420877 u	576251 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	50381 	32695 	122871 	122908 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	29898 	33838 	85443 	104760 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	63531 	77572 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	17330 u	53939 	: 	: 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	20948 	12928 u	20532 	40055 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	310775 	166911 	646876 	744907 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	309794 	300793 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	156191 	75574 	187218 	244549 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	60656 	: u	87746 	106001 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	27141 u	: u
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	373990 	501731 u	656003 u	: 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	145693 	222387 	434420 
A,NEU27_2020_FOR,TOTAL,N1-3,TOTAL,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	73054 u
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	165952 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	75030 u	95432 
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	83703 u
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	1705705 	1116367 u	2808185 	3435982 
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	36978 u	26529 u	54075 	56662 
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	120054 	153041 	304873 	427608 
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	208676 	300655 	369020 	394439 
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	602211 	587899 	1906468 	2448800 
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	420877 u	576251 
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	50381 	32695 	122871 	122908 
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	29898 	33838 	85443 	104760 
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	156191 	75574 	187218 	244549 
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	106001 
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	373990 	501731 u	656003 u	: 
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N1-3,UNK,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	73054 u
A,NEU27_2020_FOR,TOTAL,N_GE1,ED0-2,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	29715 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED0-2,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	94018 u	153552 u	253221 	480238 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED0-2,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	200523 	388466 	352924 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED0-2,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	39569 u	37278 u
A,NEU27_2020_FOR,TOTAL,N_GE1,ED0-2,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	236747 u	103671 u	264922 	211144 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED0-2,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	31814 u	32141 u
A,NEU27_2020_FOR,TOTAL,N_GE1,ED0-2,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	383120 	452516 	1118442 	1568532 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED0-2,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	89753 u	: u	253285 	341969 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED0-2,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	285442 	518817 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED0-2,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	60862 u
A,NEU27_2020_FOR,TOTAL,N_GE1,ED0-2,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	9944 u	36437 u	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED0-2,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	7856 u	5983 u
A,NEU27_2020_FOR,TOTAL,N_GE1,ED0-2,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	163487 	137839 	561004 	522898 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED0-2,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	347286 	222633 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED0-2,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	51266 	47922 	138822 	10339 u
A,NEU27_2020_FOR,TOTAL,N_GE1,ED0-2,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE1,ED0-2,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	75184 	104390 	237001 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED3_4,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	70495 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED3_4,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	355948 	431658 	1180606 	1522208 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED3_4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	212760 	546108 	591784 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED3_4,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	51811 u	143386 	153623 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED3_4,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	313990 	197426 u	453080 	669016 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED3_4,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	64404 	70650 	120228 	114827 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED3_4,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	424863 	479507 	1084867 	1225313 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED3_4,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	201348 	92114 u	335240 	428018 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED3_4,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	864367 	697444 	1827999 	2412636 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED3_4,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	41301 u	33258 u	134535 	187599 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED3_4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	20830 u	69090 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED3_4,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	32642 	25886 	53946 	81952 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED3_4,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	592317 	332569 	1200442 	1239679 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED3_4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1006549 	757093 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED3_4,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	58142 	46697 	153800 	: u
A,NEU27_2020_FOR,TOTAL,N_GE1,ED3_4,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	43943 u	70823 	153903 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED3_4,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	207530 	318726 	552577 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED5-8,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	53443 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED5-8,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	206851 	383517 	889939 	1149927 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED5-8,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	441434 	1202273 	1561499 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED5-8,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	43356 u	159166 	152775 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED5-8,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	406852 	167649 u	739714 	789398 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED5-8,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	71378 	88667 	146174 	200630 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED5-8,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	795479 	910204 	2729416 	3327543 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED5-8,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	286277 	179978 u	609876 	679404 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED5-8,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	2772355 	1812663 	5429849 	7411999 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED5-8,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	79253 	169669 	243967 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED5-8,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	19056 u	48443 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED5-8,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	30751 	24340 	64066 	83674 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED5-8,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	747624 	874370 	3095400 	3603301 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED5-8,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	333249 	221609 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED5-8,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	95669 	76268 	334432 	17282 u
A,NEU27_2020_FOR,TOTAL,N_GE1,ED5-8,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	75438 	129183 	126866 
A,NEU27_2020_FOR,TOTAL,N_GE1,ED5-8,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	86525 	151993 	208269 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	153653 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	656817 	968727 	2323766 	3152374 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	816744 	854717 	2136847 	2506206 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	77976 	96069 	342121 	343676 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	905546 	969519 	1562697 	: 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	155005 	117747 u	380151 	480378 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	141492 u	512926 	1334462 	1501356 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	7000275 	8276354 	19416151 	27462314 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	957590 	468747 	1457716 	1669559 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	147114 	170589 	298216 	395550 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	151288 	153445 	398912 	411864 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1603462 	1842227 	4932725 	6121389 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	577379 	335920 	1198400 	1449391 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	3714725 	2591007 	7543289 	10343452 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	201148 	321939 	562474 	771067 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	463064 	645289 	983208 	1208495 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	1122960 	1092321 	3321148 	4298016 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	1074297 	922263 	2988913 	3438718 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	209303 	242389 	679151 	762897 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	139156 	186703 	424917 	505452 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	92977 u	126077 	322581 	492428 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	49830 	153969 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	66383 	54122 	125868 	171609 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	1503428 	1344778 	4856846 	5365877 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	265506 	1687084 	1201335 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	1118172 	1201804 	2499202 	3184060 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	205076 	170887 	627055 	735356 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	42373 u	119381 	202728 	297475 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	1379223 	1679916 	2957551 	: 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	87241 u	369239 	575110 	997847 
A,NEU27_2020_FOR,TOTAL,N_GE1,TOTAL,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	97677 u	108931 u	415433 	774666 
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	816744 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	77976 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	905546 	969519 	1562697 	: 
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	155005 	117747 u	380151 	480378 
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	141492 u	512926 	1334462 	1501356 
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	7000275 	8276354 	19416151 	27462314 
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47952 u
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	151288 	153445 	398912 	411864 
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	201148 	321939 	562474 	771067 
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	463064 	645289 	983208 	1208495 
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	1122960 	1092321 	3321148 	4298016 
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	1074297 	922263 	2988913 	3438718 
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	209303 	242389 	679151 	762897 
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	139156 	186703 	424917 	505452 
A,NEU27_2020_FOR,TOTAL,N_GE1,UNK,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	265506 	: 	: 
