head,relation,tail
1016,IN_YEAR,2014
1017,IN_YEAR,2014
1018,IN_YEAR,2014
1019,IN_YEAR,2014
1020,IN_YEAR,2014
1021,IN_YEAR,2014
1022,IN_YEAR,2014
1023,IN_YEAR,2014
1024,IN_YEAR,2014
1025,IN_YEAR,2014
1026,IN_YEAR,2014
1027,IN_YEAR,2014
1028,IN_YEAR,2014
1029,IN_YEAR,2014
1030,IN_YEAR,2014
1031,IN_YEAR,2015
1032,IN_YEAR,2015
1033,IN_YEAR,2015
1034,IN_YEAR,2015
1035,IN_YEAR,2015
1036,IN_YEAR,2015
1037,IN_YEAR,2015
1038,IN_YEAR,2015
1039,IN_YEAR,2015
1040,IN_YEAR,2015
1041,IN_YEAR,2015
1042,IN_YEAR,2015
1043,IN_YEAR,2015
1044,IN_YEAR,2015
1045,IN_YEAR,2015
1046,IN_YEAR,2015
1047,IN_YEAR,2015
1048,IN_YEAR,2015
1049,IN_YEAR,2015
1050,IN_YEAR,2015
1051,IN_YEAR,2015
1052,IN_YEAR,2015
1053,IN_YEAR,2015
1054,IN_YEAR,2015
1055,IN_YEAR,2015
1056,IN_YEAR,2015
1057,IN_YEAR,2015
1058,IN_YEAR,2015
1059,IN_YEAR,2015
1060,IN_YEAR,2015
1061,IN_YEAR,2015
1062,IN_YEAR,2015
1063,IN_YEAR,2015
1064,IN_YEAR,2015
1065,IN_YEAR,2015
1066,IN_YEAR,2015
1067,IN_YEAR,2015
1068,IN_YEAR,2015
1069,IN_YEAR,2015
1070,IN_YEAR,2015
1071,IN_YEAR,2015
1072,IN_YEAR,2015
1073,IN_YEAR,2015
1074,IN_YEAR,2015
1075,IN_YEAR,2015
1076,IN_YEAR,2015
1077,IN_YEAR,2015
1078,IN_YEAR,2015
1079,IN_YEAR,2015
1080,IN_YEAR,2015
1081,IN_YEAR,2015
1082,IN_YEAR,2015
1083,IN_YEAR,2015
1084,IN_YEAR,2015
1085,IN_YEAR,2015
1086,IN_YEAR,2015
1087,IN_YEAR,2015
1088,IN_YEAR,2015
1089,IN_YEAR,2015
1090,IN_YEAR,2015
1091,IN_YEAR,2015
1092,IN_YEAR,2015
1093,IN_YEAR,2015
1094,IN_YEAR,2015
1095,IN_YEAR,2015
1096,IN_YEAR,2015
1097,IN_YEAR,2015
1098,IN_YEAR,2015
1099,IN_YEAR,2015
1100,IN_YEAR,2015
1101,IN_YEAR,2015
1102,IN_YEAR,2015
1103,IN_YEAR,2015
1104,IN_YEAR,2015
1105,IN_YEAR,2015
1106,IN_YEAR,2015
1107,IN_YEAR,2015
1108,IN_YEAR,2015
1109,IN_YEAR,2015
1110,IN_YEAR,2015
1111,IN_YEAR,2015
1112,IN_YEAR,2015
1113,IN_YEAR,2015
1114,IN_YEAR,2015
1115,IN_YEAR,2015
1116,IN_YEAR,2015
1117,IN_YEAR,2015
1118,IN_YEAR,2015
1119,IN_YEAR,2015
1120,IN_YEAR,2015
1121,IN_YEAR,2015
1122,IN_YEAR,2015
1123,IN_YEAR,2015
1124,IN_YEAR,2015
1125,IN_YEAR,2015
1126,IN_YEAR,2015
1127,IN_YEAR,2015
1128,IN_YEAR,2015
1129,IN_YEAR,2015
1130,IN_YEAR,2015
1131,IN_YEAR,2015
1132,IN_YEAR,2015
1133,IN_YEAR,2015
1134,IN_YEAR,2015
1135,IN_YEAR,2015
1136,IN_YEAR,2015
1137,IN_YEAR,2015
1138,IN_YEAR,2015
1139,IN_YEAR,2015
1140,IN_YEAR,2015
1141,IN_YEAR,2015
1142,IN_YEAR,2015
1143,IN_YEAR,2015
1144,IN_YEAR,2015
1145,IN_YEAR,2015
1146,IN_YEAR,2015
1147,IN_YEAR,2015
1148,IN_YEAR,2015
1149,IN_YEAR,2015
1150,IN_YEAR,2015
1151,IN_YEAR,2015
1152,IN_YEAR,2015
1153,IN_YEAR,2015
1154,IN_YEAR,2015
1155,IN_YEAR,2015
1156,IN_YEAR,2015
1157,IN_YEAR,2015
1158,IN_YEAR,2015
1159,IN_YEAR,2015
1160,IN_YEAR,2015
1161,IN_YEAR,2015
1162,IN_YEAR,2015
1163,IN_YEAR,2015
1164,IN_YEAR,2015
1165,IN_YEAR,2015
1166,IN_YEAR,2015
1167,IN_YEAR,2015
1168,IN_YEAR,2015
1169,IN_YEAR,2015
1170,IN_YEAR,2015
1171,IN_YEAR,2015
1172,IN_YEAR,2015
1173,IN_YEAR,2015
1174,IN_YEAR,2015
1175,IN_YEAR,2015
1176,IN_YEAR,2015
1177,IN_YEAR,2015
1178,IN_YEAR,2015
1179,IN_YEAR,2015
1180,IN_YEAR,2015
1181,IN_YEAR,2015
1182,IN_YEAR,2015
1183,IN_YEAR,2015
1184,IN_YEAR,2015
1185,IN_YEAR,2015
1186,IN_YEAR,2015
1187,IN_YEAR,2015
1188,IN_YEAR,2015
1189,IN_YEAR,2015
1190,IN_YEAR,2015
1191,IN_YEAR,2015
1192,IN_YEAR,2015
1193,IN_YEAR,2015
1194,IN_YEAR,2015
1195,IN_YEAR,2015
1196,IN_YEAR,2015
1197,IN_YEAR,2015
1198,IN_YEAR,2015
1199,IN_YEAR,2015
1200,IN_YEAR,2015
1201,IN_YEAR,2015
1202,IN_YEAR,2015
1203,IN_YEAR,2015
1204,IN_YEAR,2015
1205,IN_YEAR,2015
1206,IN_YEAR,2015
1207,IN_YEAR,2015
1208,IN_YEAR,2015
1209,IN_YEAR,2015
1210,IN_YEAR,2015
1211,IN_YEAR,2015
1212,IN_YEAR,2015
1213,IN_YEAR,2015
1214,IN_YEAR,2015
1215,IN_YEAR,2015
1216,IN_YEAR,2015
1217,IN_YEAR,2015
1218,IN_YEAR,2015
1219,IN_YEAR,2015
1220,IN_YEAR,2015
1221,IN_YEAR,2015
1222,IN_YEAR,2015
1223,IN_YEAR,2015
1224,IN_YEAR,2015
1225,IN_YEAR,2015
1226,IN_YEAR,2015
1227,IN_YEAR,2015
1228,IN_YEAR,2015
1229,IN_YEAR,2015
